食品名,エネルギー,水分,たんぱく質,脂質,炭水化物,ナトリウム,カリウム,カルシウム,マグネシウム,リン,鉄,亜鉛,銅,マンガン,ヨウ素,セレン,クロム,モリブデン,ビタミンA,ビタミンD,ビタミンE,ビタミンK,ビタミンB1,ビタミンB2,ナイアシン当量,ビタミンB6,ビタミンB12,葉酸,パントテン酸,ビオチン,ビタミンC,アルコール,食塩相当量
和干菓子類おこし,376,5,3.8,0.7,90.2,95,25,4,5,22,0.2,0.8,0.12,0.48,0,0,0,0,0,0,0,1,0.02,0.01,1.1,0.02,0,3,0.12,0,0,0,0.2
和干菓子類おのろけ豆,438,3,11.3,13.6,70.2,390,270,17,70,180,1.1,1.6,0.33,1.14,1,4,1,85,0,0,2.9,0,0.13,0.05,9.3,0.21,0,24,1.09,28,0,0,1
和干菓子類かりんとう黒,420,3.5,7.5,11.6,76.3,7,300,66,27,57,1.6,0.7,0.16,0.53,3,28,4,19,0,0,1.6,18,0.1,0.05,2.4,0.21,0,25,0.84,9.7,0,0,0
和干菓子類かりんとう白,423,2.5,9.7,11.2,76.2,1,71,17,27,68,0.8,0.8,0.15,0.44,0,37,1,23,0,0,1.6,17,0.12,0.05,3,0.07,0,31,0.72,2.9,0,0,0
和干菓子類ごかぼう,367,10,10.6,6.4,71.7,1,500,48,64,170,2,1.4,0.33,0.89,0,0,0,0,0,0,0.4,6,0.03,0.06,3.1,0.13,0,55,0.3,7.4,0,0,0
和干菓子類小麦粉せんべい磯部せんべい,377,4.2,4.3,0.8,89.3,500,59,11,6,31,0.3,0.1,0.05,0.22,0,2,1,6,0,0,0.1,0,0.06,0.02,1.2,0.02,0,4,0.27,0.6,0,0,1.3
和干菓子類小麦粉せんべいかわらせんべい,390,4.3,7,3.2,84.9,57,54,10,6,70,0.6,0.4,0.05,0.21,8,8,1,7,51,0.3,0.4,3,0.07,0.11,1.9,0.04,0.3,16,0.54,6.4,0,0,0.1
和干菓子類小麦粉せんべい巻きせんべい,386,3.5,4.3,1.4,90.4,39,71,22,5,53,0.3,0.2,0.04,0.17,3,4,1,5,17,0.3,0.2,1,0.05,0.04,1.2,0.02,0.1,7,0.31,2.4,0,0,0.1
和干菓子類小麦粉せんべい南部せんべいごま入り,423,3.3,11.2,11.1,72,430,170,240,78,150,2.2,1.3,0.38,0.8,0,6,2,28,0,0,0.3,1,0.27,0.08,4.2,0.14,0,25,0.59,3.2,0,0,1.1
和干菓子類小麦粉せんべい南部せんべい落花生入り,421,3.3,11.7,9.5,73.9,340,230,26,40,120,0.7,0.7,0.18,0.65,1,7,2,26,0,0,2.2,0,0.17,0.05,6.3,0.11,0,21,0.91,17,0,0,0.9
和干菓子類しおがま,348,10,2.6,0.2,85.5,580,42,14,7,17,0.2,0.6,0.09,0.4,0,0,0,0,85,0,0.2,33,0.02,0.02,0.8,0.02,0,7,1.33,0,0,0,1.5
和干菓子類ひなあられ関西風,385,2.6,8,1.4,85.8,680,100,8,17,56,0.3,1.6,0.22,1.09,0,4,0,100,0,0,0.1,0,0.06,0.03,2.2,0.06,0,11,0.64,2.5,0,0,1.7
和干菓子類ひなあられ関東風,380,4.7,9.6,2.8,80.7,590,220,18,31,94,0.8,1.7,0.28,1.16,0,4,1,110,0,0,0.2,2,0.06,0.04,2.7,0.08,0,26,0.61,4,0,0,1.5
和干菓子類米菓揚げせんべい,458,4,5.6,17.4,71.3,490,82,5,21,87,0.7,0.9,0.17,0.68,1,4,1,70,0,0,2.3,28,0.08,0.02,2.5,0.11,0,11,0.61,1,0,0,1.2
和干菓子類米菓甘辛せんべい,374,4.5,6.7,0.9,86.2,460,120,7,28,110,0.9,1,0.19,0.81,1,5,1,79,0,0,0.2,0,0.09,0.03,2.8,0.13,0,14,0.69,2.1,0,0.2,1.2
和干菓子類米菓あられ,378,4.4,7.5,1,84.9,660,99,8,17,55,0.3,1.6,0.21,1.07,0,4,0,98,0,0,0.1,0,0.06,0.03,2.2,0.06,0,11,0.63,2.5,0,0.2,1.7
和干菓子類米菓しょうゆせんべい,368,5.9,7.3,1,83.9,500,130,8,30,120,1,1.1,0.2,0.88,1,5,1,86,0,0,0.2,0,0.1,0.04,3,0.14,0,16,0.75,2.3,0,0.2,1.3
和干菓子類ボーロ小粒,391,4.5,2.5,2.1,90.6,30,44,15,5,54,0.6,0.2,0.03,0,7,5,3,1,42,0.8,0.3,2,0.01,0.07,0.6,0.02,0.2,10,0.23,4.8,0,0,0.1
和干菓子類ボーロそばボーロ,398,2,7.7,3.4,86.1,130,130,21,30,110,0.9,0.7,0.12,0.32,8,8,1,11,49,0.9,0.4,3,0.12,0.11,2.6,0.07,0.3,21,0.68,8.1,0,0,0.3
和干菓子類松風,378,5.3,4,0.7,89.7,27,54,10,6,29,0.3,0.1,0.05,0.21,0,2,1,6,0,0,0.1,0,0.05,0.02,1.1,0.01,0,4,0.26,0.6,0,0,0.1
和干菓子類みしま豆,402,1.6,12.3,8.6,75.8,1,680,65,86,220,2.7,1.4,0.38,0.92,0,2,4,130,0,0,0.6,9,0.02,0.08,3.6,0.17,0,75,0.34,10,0,0,0
和干菓子類八つ橋,390,1.8,3.3,0.5,94.2,1,49,3,13,51,0.4,0.8,0.13,0.44,0,1,0,38,0,0,0.1,0,0.04,0.01,1.4,0.07,0,7,0.36,0.8,0,0,0
和干菓子類らくがんらくがん,384,3,2.4,0.2,94.3,2,19,3,3,17,0.2,0.5,0.08,0.3,0,0,1,0,0,0,0,0,0.01,0,0.7,0.01,0,2,0.07,0,0,0,0
和干菓子類らくがん麦らくがん,396,2.4,4.8,1.8,90.4,2,170,16,46,120,1.1,1.4,0.16,0.68,0,0,0,0,0,0,0.2,0,0.03,0.04,3.8,0.03,0,9,0.11,0,0,0,0
和干菓子類らくがんもろこしらくがん,374,2.5,6.6,0.3,89.9,130,51,16,22,58,1.8,0.7,0.13,0.43,0,1,4,46,0,0,0,1,0.01,0.01,1.5,0.01,0,1,0.08,2,0,0,0.3
菓子パン類揚げパン,369,27.7,8.7,18.7,43.5,450,110,42,19,86,0.6,0.7,0.09,0.29,22,13,1,11,2,0,4.3,0,0.18,0.13,2.7,0.05,0.1,33,0.32,4,0,0,1.1
菓子パン類あんパンこしあん入り,267,35.5,6.8,3.6,53.5,110,64,30,15,55,1,0.6,0.1,0.26,2,13,1,21,10,0.2,0.4,2,0.06,0.07,1.8,0.03,0.1,27,0.35,3.3,0,0,0.3
菓子パン類あんパンつぶしあん入り,266,35.5,7,3.8,53,130,120,23,18,68,1,0.7,0.14,0.27,2,14,1,29,10,0.2,0.4,3,0.06,0.07,1.9,0.04,0.1,32,0.43,3.6,0,0,0.3
菓子パン類あんパン薄皮タイプこしあん入り,256,37.4,6.6,3.5,51.9,42,45,36,16,50,1.3,0.6,0.12,0.35,1,5,1,28,4,0.1,0.1,3,0.03,0.04,1.3,0.01,0,11,0.16,2.1,0,0,0.1
